V1,V2,V3,V4,V5,V6,V7,V8,V9,class
0.8085106382978724,1.0,0.8736842105263157,0.09615384615384617,0.8942307692307693,0.6346153846153847,0.028846153846153848,0.11538461538461539,0.04807692307692308,0.0
0.6276595744680852,0.7087378640776698,0.368421052631579,0.04807692307692308,0.2403846153846154,0.4134615384615385,0.7211538461538463,0.8750000000000001,0.7500000000000001,0.0
0.13829787234042554,0.2912621359223301,0.831578947368421,0.46153846153846156,0.375,0.46153846153846156,0.23076923076923078,0.3557692307692308,0.20192307692307696,1.0
0.22340425531914895,0.48543689320388345,0.5473684210526315,0.7211538461538463,0.3269230769230769,0.9230769230769231,0.25961538461538464,0.6057692307692308,0.3557692307692308,0.0
0.648936170212766,0.9029126213592232,0.6947368421052631,0.375,0.5673076923076924,0.6634615384615385,0.19230769230769232,0.0576923076923077,0.6442307692307693,0.0
0.7553191489361702,0.7669902912621358,0.45263157894736844,0.38461538461538464,0.3557692307692308,0.36538461538461536,0.8076923076923078,0.38461538461538464,0.8557692307692308,0.0
0.30851063829787234,0.7961165048543689,0.6,0.13461538461538464,0.8173076923076924,0.47115384615384615,0.12500000000000003,0.701923076923077,0.47115384615384615,1.0
0.9787234042553191,0.8349514563106796,0.631578947368421,0.25,0.7211538461538463,0.3269230769230769,0.5576923076923077,0.28846153846153844,0.9807692307692308,0.0
0.3936170212765957,0.009708737864077669,0.7894736842105262,1.0,0.3365384615384615,0.576923076923077,0.4807692307692308,0.9423076923076924,0.40384615384615385,0.0
0.7978723404255319,0.5922330097087378,0.09473684210526315,0.19230769230769232,0.9326923076923078,0.6442307692307693,0.13461538461538464,0.9807692307692308,0.08653846153846154,0.0
0.4574468085106383,0.9708737864077669,0.042105263157894736,0.06730769230769232,0.3076923076923077,0.4230769230769231,0.7596153846153847,0.9230769230769231,0.6730769230769231,0.0
0.4680851063829787,0.8058252427184466,0.8421052631578947,0.5192307692307693,0.6923076923076924,0.5096153846153847,0.5192307692307693,0.009615384615384616,0.13461538461538464,0.0
0.7021276595744681,0.8252427184466019,0.5578947368421052,0.6442307692307693,0.7115384615384616,0.14423076923076925,0.34615384615384615,0.46153846153846156,0.1730769230769231,0.0
0.49999999999999994,0.7766990291262136,0.7263157894736841,0.5865384615384616,0.27884615384615385,0.2980769230769231,0.6730769230769231,0.028846153846153848,0.701923076923077,0.0
0.40425531914893614,0.5242718446601942,0.8105263157894737,0.6057692307692308,0.8076923076923078,0.07692307692307693,0.3365384615384615,0.4423076923076923,0.5961538461538463,0.0
0.0851063829787234,0.4368932038834951,0.31578947368421056,0.21153846153846156,0.019230769230769232,0.6826923076923077,0.15384615384615385,0.4807692307692308,0.22115384615384617,0.0
0.06382978723404255,0.08737864077669902,0.4631578947368421,0.701923076923077,0.49038461538461536,0.06730769230769232,0.9711538461538463,0.5961538461538463,0.903846153846154,0.0
0.3936170212765957,0.2233009708737864,0.9157894736842105,0.8365384615384617,0.9134615384615385,0.6153846153846154,0.10576923076923078,0.7692307692307693,0.5673076923076924,0.0
0.5531914893617021,0.9611650485436892,1.0,0.1826923076923077,0.8557692307692308,0.528846153846154,0.653846153846154,0.20192307692307696,0.8750000000000001,0.0
0.10638297872340426,0.35922330097087374,0.0631578947368421,0.4423076923076923,0.7403846153846154,0.11538461538461539,0.9134615384615385,0.47115384615384615,0.10576923076923078,1.0
0.13829787234042554,0.3495145631067961,0.2736842105263158,0.34615384615384615,0.12500000000000003,0.9134615384615385,0.07692307692307693,0.21153846153846156,0.21153846153846156,1.0
0.3723404255319149,0.6019417475728155,0.25263157894736843,0.9903846153846154,0.6634615384615385,0.9807692307692308,0.7980769230769231,0.9326923076923078,0.528846153846154,0.0
0.0,0.7864077669902912,0.9473684210526315,0.3173076923076923,0.9903846153846154,0.6057692307692308,0.2980769230769231,1.0,0.38461538461538464,0.0
0.9468085106382979,0.17475728155339804,0.031578947368421054,0.0,0.903846153846154,0.16346153846153846,0.46153846153846156,0.5865384615384616,0.028846153846153848,0.0
0.723404255319149,0.4757281553398058,0.863157894736842,0.10576923076923078,0.9423076923076924,0.7403846153846154,0.9807692307692308,0.12500000000000003,0.8942307692307693,0.0
0.6808510638297872,0.6213592233009708,0.4210526315789474,0.9807692307692308,0.5000000000000001,0.15384615384615385,0.7500000000000001,0.7403846153846154,0.7596153846153847,0.0
0.7446808510638299,0.3689320388349514,0.9052631578947368,0.16346153846153846,0.8365384615384617,0.7115384615384616,0.375,0.14423076923076925,0.9326923076923078,0.0
0.5638297872340425,0.9126213592233009,0.7052631578947368,0.6923076923076924,0.46153846153846156,0.5673076923076924,0.826923076923077,0.019230769230769232,0.778846153846154,0.0
0.8297872340425532,0.3106796116504854,0.6526315789473683,0.8461538461538463,0.13461538461538464,0.25961538461538464,0.6634615384615385,0.8461538461538463,0.8653846153846154,0.0
0.851063829787234,0.9902912621359222,0.831578947368421,0.12500000000000003,0.038461538461538464,0.8076923076923078,0.06730769230769232,0.13461538461538464,0.2692307692307692,0.0
0.3191489361702127,0.20388349514563106,0.9684210526315788,0.5961538461538463,0.36538461538461536,0.04807692307692308,0.5480769230769231,0.15384615384615385,0.5576923076923077,1.0
0.5319148936170213,0.7281553398058251,0.16842105263157894,0.038461538461538464,0.009615384615384616,0.1826923076923077,0.6250000000000001,0.9134615384615385,0.6826923076923077,0.0
0.4148936170212766,0.6699029126213591,0.5052631578947367,0.22115384615384617,1.0,0.6730769230769231,0.1730769230769231,0.2692307692307692,0.6153846153846154,0.0
0.8191489361702128,0.2815533980582524,0.22105263157894736,0.7403846153846154,0.10576923076923078,0.5480769230769231,0.14423076923076925,0.653846153846154,0.16346153846153846,1.0
0.2553191489361702,0.14563106796116504,0.08421052631578947,0.653846153846154,0.23076923076923078,0.778846153846154,0.7307692307692308,0.5673076923076924,0.28846153846153844,1.0
0.8617021276595744,0.6601941747572815,0.24210526315789474,0.009615384615384616,0.40384615384615385,0.25,0.778846153846154,0.08653846153846154,0.9230769230769231,0.0
0.6063829787234043,0.8543689320388349,0.6842105263157894,0.7980769230769231,0.4134615384615385,0.5192307692307693,0.7884615384615385,0.038461538461538464,0.7884615384615385,0.0
0.24468085106382978,0.5339805825242718,0.4947368421052632,0.778846153846154,0.6826923076923077,0.2692307692307692,0.22115384615384617,0.6730769230769231,0.2980769230769231,1.0
0.19148936170212766,0.8737864077669902,0.6210526315789473,0.8173076923076924,0.2692307692307692,0.13461538461538464,0.576923076923077,0.6346153846153847,0.4230769230769231,0.0
0.031914893617021274,0.30097087378640774,0.0,0.1730769230769231,0.4519230769230769,0.12500000000000003,0.8846153846153847,0.1826923076923077,0.0,0.0
0.276595744680851,0.5728155339805825,0.26315789473684215,0.8076923076923078,0.4423076923076923,0.9326923076923078,0.3076923076923077,0.6826923076923077,0.3269230769230769,0.0
0.4361702127659574,0.2524271844660194,0.10526315789473684,0.028846153846153848,0.6730769230769231,0.9423076923076924,0.903846153846154,0.9711538461538463,0.5192307692307693,1.0
0.5851063829787234,0.42718446601941745,0.28421052631578947,0.9230769230769231,0.6153846153846154,0.23076923076923078,0.6923076923076924,0.8942307692307693,0.25961538461538464,0.0
0.3404255319148936,0.6407766990291262,0.7473684210526316,0.7596153846153847,0.34615384615384615,0.8750000000000001,0.6442307692307693,0.528846153846154,0.4423076923076923,0.0
0.3936170212765957,0.4174757281553398,0.43157894736842106,0.4326923076923077,0.28846153846153844,0.019230769230769232,0.3942307692307692,0.07692307692307693,0.576923076923077,0.0
0.44680851063829785,0.3398058252427184,0.010526315789473684,0.8846153846153847,0.4230769230769231,0.8653846153846154,0.11538461538461539,0.778846153846154,0.49038461538461536,0.0
0.32978723404255317,0.3883495145631068,0.894736842105263,0.7692307692307693,0.4326923076923077,0.9711538461538463,0.4326923076923077,0.6442307692307693,0.4519230769230769,1.0
0.5957446808510638,0.16504854368932037,0.052631578947368425,0.28846153846153844,0.14423076923076925,0.8365384615384617,0.25,0.8173076923076924,0.653846153846154,0.0
1.0,0.9514563106796116,0.15789473684210525,0.11538461538461539,0.6057692307692308,0.3365384615384615,0.3269230769230769,0.1730769230769231,0.4807692307692308,0.0
0.9361702127659575,0.8640776699029126,0.6736842105263158,0.5480769230769231,0.5961538461538463,0.7980769230769231,0.5096153846153847,0.25,0.1826923076923077,0.0
0.36170212765957444,0.4077669902912621,0.8210526315789474,0.8942307692307693,0.653846153846154,0.028846153846153848,0.36538461538461536,0.7500000000000001,0.4326923076923077,1.0
0.2127659574468085,0.6796116504854368,0.30526315789473685,0.5096153846153847,0.701923076923077,0.903846153846154,0.4134615384615385,0.22115384615384617,0.3942307692307692,0.0
0.12765957446808512,0.7572815533980581,0.37894736842105264,0.6730769230769231,0.6442307692307693,0.6923076923076924,0.40384615384615385,0.49038461538461536,0.3173076923076923,0.0
0.1702127659574468,0.07766990291262135,0.23157894736842105,0.08653846153846154,0.5384615384615385,0.28846153846153844,0.0,0.903846153846154,0.2403846153846154,1.0
0.18085106382978725,0.6990291262135921,0.7684210526315789,0.5576923076923077,0.5480769230769231,0.5865384615384616,0.5961538461538463,0.16346153846153846,0.4134615384615385,0.0
0.6914893617021277,0.1844660194174757,0.368421052631579,0.4807692307692308,0.25961538461538464,0.7307692307692308,0.4230769230769231,0.04807692307692308,0.7403846153846154,0.0
0.10638297872340426,0.23300970873786406,0.6421052631578947,0.6250000000000001,0.1730769230769231,0.653846153846154,0.009615384615384616,0.5384615384615385,0.15384615384615385,1.0
0.6382978723404256,0.029126213592233007,0.8842105263157894,0.7307692307692308,0.528846153846154,0.4423076923076923,0.9423076923076924,0.7980769230769231,0.8173076923076924,0.0
0.5212765957446809,0.05825242718446602,0.9894736842105263,0.07692307692307693,0.826923076923077,0.6250000000000001,0.7692307692307693,0.10576923076923078,0.8076923076923078,0.0
0.26595744680851063,0.0970873786407767,0.4421052631578947,0.4519230769230769,0.21153846153846156,0.8846153846153847,0.9615384615384617,0.40384615384615385,0.34615384615384615,0.0
0.9574468085106383,0.2621359223300971,0.19999999999999998,0.3942307692307692,0.16346153846153846,0.826923076923077,1.0,0.36538461538461536,0.5865384615384616,0.0
0.3829787234042553,0.8932038834951456,0.3368421052631579,0.9134615384615385,0.09615384615384617,0.3173076923076923,0.7115384615384616,0.6634615384615385,0.6346153846153847,0.0
0.0425531914893617,0.0,0.17894736842105263,0.019230769230769232,0.1826923076923077,0.3076923076923077,0.8365384615384617,0.8365384615384617,0.11538461538461539,1.0
0.021276595744680847,0.06796116504854369,0.07368421052631578,0.4134615384615385,0.8846153846153847,0.40384615384615385,0.0576923076923077,0.3942307692307692,0.07692307692307693,1.0
0.351063829787234,0.11650485436893204,0.13684210526315788,0.5673076923076924,0.7692307692307693,0.009615384615384616,0.019230769230769232,0.5480769230769231,0.5000000000000001,0.0
0.2553191489361702,0.6116504854368932,0.9789473684210526,0.7500000000000001,0.6250000000000001,0.375,0.7403846153846154,0.7307692307692308,0.46153846153846156,1.0
0.010638297872340425,0.37864077669902907,0.3894736842105263,0.8557692307692308,0.9615384615384617,0.3557692307692308,0.5000000000000001,0.8076923076923078,0.7307692307692308,0.0
